timeseries,airtemp,relativehumidity,uvradiation,tmatmcontrol,tmatm3wt,tmatm6wt,tmatm9wt,tmatm12wt,tmatm15wt,tmatm18wt
2022-12-11,20.15,74.68,0,1264.51,1357.12,1342.59,1471.14,1878.44228,1360.83,983.689
2022-12-12,21.98,99.3,0,1264.51,1357.12,1342.59,1471.14,1880.78746,1360.83,983.689
2022-12-13,23.16,100,0,1264.51,1357.12,1342.59,1471.14,1883.13264,1360.83,983.689
2022-12-14,21.6,100,0,1264.51,1357.12,1342.59,1471.14,1885.47782,1360.83,983.689
2022-12-15,24.44,100,0,1264.51,1357.12,1342.59,1471.14,1887.823,1360.83,983.689
2022-12-16,22.45,100,0,1264.51,1357.12,1342.59,1471.14,1890.16818,1360.83,983.689
2022-12-17,23.46,100,0,1264.51,1357.12,1342.59,1471.14,1892.51336,1360.83,983.689
2022-12-18,23.7,100,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-19,22.15,87.1,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-20,21.31,67.42,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-21,21.76,95,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-22,21.11,70.95,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-23,21.3,61.48,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-24,19.98,58.47,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-25,18.35,68.12,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-26,19.31,65.39,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-27,20.18,67.18,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-28,21.69,49.24,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-29,20.05,66.88,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-30,19.66,73.33,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
2022-12-31,20.28,47.11,0,1264.51,1357.12,1342.59,1471.14,1923,1360.83,983.689
