timeseries,airtemp,relativehumidity,uvradiation,tssoilcontrol,tssoil3wt,tssoil6wt,tssoil9wt,tssoil12wt,tssoil15wt,tssoil18wt
2022-12-12,21.98,99.3,0,10.84107,18.9827,10.19925,21.80215,18.71378,15.67528,14.22549
2022-12-13,23.16,100,0,10.81239,18.9827,10.1654,21.79965,18.69498,15.67528,14.20059
2022-12-14,21.6,100,0,10.78371,18.9827,10.13155,21.79715,18.67618,15.67528,14.17569
2022-12-15,24.44,100,0,10.75503,18.9827,10.0977,21.79465,18.65738,15.67528,14.15079
2022-12-16,22.45,100,0,10.72635,18.9827,10.06385,21.79215,18.63858,15.67528,14.12589
2022-12-17,23.46,100,0,10.69767,18.9827,10.03,21.78965,18.61978,15.67528,14.10099
2022-12-18,23.7,100,0,10.32664,18.9827,9.99615,21.78715,18.37514,15.67528,13.77796
2022-12-19,22.15,87.1,0,10.32664,18.9827,9.9623,21.78465,18.37514,15.67528,13.77796
2022-12-20,21.31,67.42,0,10.32664,18.9827,9.92845,21.78215,18.37514,15.67528,13.77796
2022-12-21,21.76,95,0,10.32664,18.9827,9.8946,21.77965,18.37514,15.67528,13.77796
2022-12-22,21.11,70.95,0,10.32664,18.9827,9.86075,21.77715,18.37514,15.67528,13.77796
2022-12-23,21.3,61.48,0,10.32664,18.9827,9.8269,21.77465,18.37514,15.67528,13.77796
2022-12-24,19.98,58.47,0,10.32664,18.9827,9.79305,21.77215,18.37514,15.67528,13.77796
2022-12-25,18.35,68.12,0,10.32664,18.9827,9.7592,21.76965,18.37514,15.67528,13.77796
2022-12-26,19.31,65.39,0,10.32664,18.9827,9.72535,21.76715,18.37514,15.67528,13.77796
2022-12-27,20.18,67.18,0,10.32664,18.9827,9.6915,21.76465,18.37514,15.67528,13.77796
2022-12-28,21.69,49.24,0,10.32664,18.9827,9.65765,21.76215,18.37514,15.67528,13.77796
2022-12-29,20.05,66.88,0,10.32664,18.9827,9.6238,21.75965,18.37514,15.67528,13.77796
2022-12-30,19.66,73.33,0,10.32664,18.9827,9.58995,21.75715,18.37514,15.67528,13.77796
2022-12-31,20.28,47.11,0,10.32664,18.9827,9.58938,21.75874,18.37514,15.67528,13.77796
,,,, ,,,,,,
