timeseries,airtemp,relativehumidity,uvradiation,impactatmcontrol,impactatm3wt,impactatm6wt,impactatm9wt,impactatm12wt,impactatm15wt,impactatm18wt
2022-08-29,22.6,82.8,0.357,11.77411,6.81196,5.89436,10.22675,8.52886,6.50656,7.17355
2022-08-30,0,0,0.665,11.66303,6.80831,5.88843,10.17653,8.51308,6.49905,7.15464
2022-09-01,24.74,82.3,0.478,11.55195,6.80466,5.8825,10.12631,8.4973,6.49154,7.13573
2022-09-05,14.67,95.1,0.5,11.44087,6.80101,5.87657,10.07609,8.48152,6.48403,7.11682
2022-09-08,24.41,75.31,0.511,11.32979,6.79736,5.87064,10.02587,8.46574,6.47652,7.09791
2022-09-17,24.73,79.25,0.502,11.21871,6.79371,5.86471,9.97565,8.44996,6.46901,7.079
2022-09-18,25.53,81.7,0.927,11.10763,6.79006,5.85878,9.92543,8.43418,6.4615,7.06009
2022-09-21,0,0,0.964,10.99655,6.78641,5.85285,9.87521,8.4184,6.45399,7.04118
2022-09-23,0,0,0.882,10.88547,6.78276,5.84692,9.82499,8.40262,6.44648,7.02227
2022-09-24,21.25,100,0.025,10.77439,6.77911,5.84099,9.77477,8.38684,6.43897,7.00336
2022-09-25,17.07,100,0.024,10.66331,6.77546,5.83506,9.72455,8.37106,6.43146,6.98445
2022-09-26,19.26,100,0.026,10.55223,6.77181,5.82913,9.67433,8.35528,6.42395,6.96554
2022-09-27,1.861,100,0.024,10.44115,6.76816,5.8232,9.62411,8.3395,6.41644,6.94663
2022-09-28,15.32,100,0.022,10.33007,6.76451,5.81727,9.57389,8.32372,6.40893,6.92772
2022-09-29,20.07,100,0.024,10.21899,6.76086,5.81134,9.52367,8.30794,6.40142,6.90881
2022-09-30,20.05,100,0.031,10.10791,6.75721,5.80541,9.47345,8.29216,6.39391,6.8899
2022-10-01,22.68,100,0,9.99683,6.75356,5.79948,9.42323,8.27638,6.3864,6.87099
2022-10-02,21.88,100,0,9.88575,6.74991,5.79355,9.37301,8.2606,6.37889,6.85208
2022-10-03,22.94,100,0,9.77467,6.74626,5.78762,9.32279,8.24482,6.37138,6.83317
2022-10-04,22.79,100,0,9.66359,6.74261,5.78169,9.27257,8.22904,6.36387,6.81426
2022-10-05,23.07,100,0,9.55251,6.73896,5.77576,9.22235,8.21326,6.35636,6.79535
2022-10-06,22.94,100,0,9.44143,6.73531,5.76983,9.17213,8.19748,6.34885,6.77644
2022-10-07,21.95,100,0,9.33035,6.73166,5.7639,9.12191,8.1817,6.34134,6.75753
2022-10-08,22.13,100,0,9.21927,6.72801,5.75797,9.07169,8.16592,6.33383,6.73862
2022-10-09,21.65,100,0,9.10819,6.72436,5.75204,9.02147,8.15014,6.32632,6.71971
2022-10-10,22.48,100,0,8.99711,6.72071,5.74611,8.97125,8.13436,6.31881,6.7008
2022-10-11,23.44,100,0,8.88603,6.71706,5.74018,8.92103,8.11858,6.3113,6.68189
2022-10-12,21.37,100,0,8.77495,6.71341,5.73425,8.87081,8.1028,6.30379,6.66298
2022-10-13,22.68,100,0,8.66387,6.70976,5.72832,8.82059,8.08702,6.29628,6.64407
2022-10-14,22.21,100,0,8.55279,6.70611,5.72239,8.77037,8.07124,6.28877,6.62516
2022-10-15,23.19,100,0,8.44171,6.70246,5.71646,8.72015,8.05546,6.28126,6.60625
2022-10-16,22.15,100,0,8.33063,6.69881,5.71053,8.66993,8.03968,6.27375,6.58734
2022-10-17,21.66,100,0,8.21955,6.69516,5.7046,8.61971,8.0239,6.26624,6.56843
2022-10-18,23.9,100,0,8.10847,6.69151,5.69867,8.56949,8.00812,6.25873,6.54952
2022-10-19,21.53,100,0,7.99739,6.68786,5.69274,8.51927,7.99234,6.25122,6.53061
2022-10-20,21.45,100,0,7.88631,6.68421,5.68681,8.46905,7.97656,6.24371,6.5117
2022-10-21,21.61,100,0,7.77523,6.68056,5.68088,8.41883,7.96078,6.2362,6.49279
2022-10-22,20.95,100,0,7.66415,6.67691,5.67495,8.36861,7.945,6.22869,6.47388
2022-10-23,22.39,100,0,7.55307,6.67326,5.66902,8.31839,7.92922,6.22118,6.45497
2022-10-24,23.64,100,0,7.44199,6.66961,5.66309,8.26817,7.91344,6.21367,6.43606
2022-10-25,23,100,0,7.33091,6.66596,5.65716,8.21795,7.89766,6.20616,6.41715
2022-10-26,22.67,100,0,7.21983,6.66231,5.65123,8.16773,7.88188,6.19865,6.39824
2022-10-27,23.22,100,0,7.10875,6.65866,5.6453,8.11751,7.8661,6.19114,6.37933
2022-10-28,22.62,100,0,6.99767,6.65501,5.63937,8.06729,7.85032,6.18363,6.36042
2022-10-29,22.7,94.8,0,6.88659,6.65136,5.63344,8.01707,7.83454,6.17612,6.34151
2022-10-30,22.01,100,0,6.77551,6.64771,5.62751,7.96685,7.81876,6.16861,6.3226
2022-10-31,21.84,100,0,6.66443,6.64406,5.62158,7.91663,7.80298,6.1611,6.30369
2022-11-01,24.28,100,0,6.55335,6.64041,5.61565,7.86641,7.7872,6.15359,6.28478
2022-11-02,24.94,100,0,6.44227,6.63676,5.60972,7.81619,7.77142,6.14608,6.26587
2022-11-03,25.24,100,0,6.33119,6.63311,5.60379,7.76597,7.75564,6.13857,6.24696
2022-11-04,23.85,100,0,6.22011,6.62946,5.59786,7.71575,7.73986,6.13106,6.22805
2022-11-05,21.88,100,0,6.10903,6.62581,5.59193,7.66553,7.72408,6.12355,6.20914
2022-11-06,22.68,100,0,5.99795,6.62216,5.586,7.61531,7.7083,6.11604,6.19023
2022-11-07,24.11,100,0,5.88687,6.61851,5.58007,7.56509,7.69252,6.10853,6.17132
2022-11-08,23.12,100,0,5.77579,6.61486,5.57414,7.51487,7.67674,6.10102,6.15241
2022-11-09,24.94,100,0,5.66471,6.61121,5.56821,7.46465,7.66096,6.09351,6.1335
2022-11-10,21.88,100,0,5.55363,6.60756,5.56228,7.41443,7.64518,6.086,6.11459
2022-11-11,20.36,100,0,5.44255,6.60391,5.55635,7.36421,7.6294,6.07849,6.09568
2022-11-12,21.27,100,0,5.33147,6.60026,5.55042,7.31399,7.61362,6.07098,6.07677
2022-11-13,21.29,100,0,5.22039,6.59661,5.54449,7.26377,7.59784,6.06347,6.05786
2022-11-14,22.4,100,0,5.10931,6.59296,5.53856,7.21355,7.58206,6.05596,6.03895
2022-11-15,22.65,100,0,4.99823,6.58931,5.53263,7.16333,7.56628,6.04845,6.02004
2022-11-16,23.33,100,0,4.88715,6.58566,5.5267,7.11311,7.5505,6.04094,6.00113
2022-11-17,22.25,99.8,0,4.77607,6.58201,5.52077,7.06289,7.53472,6.03343,5.98222
2022-11-18,22.72,100,0,4.66499,6.57836,5.51484,7.01267,7.51894,6.02592,5.96331
2022-11-19,23.13,100,0,4.55391,6.57471,5.50891,6.96245,7.50316,6.01841,5.9444
2022-11-20,22.81,92.4,0,4.44283,6.57106,5.50298,6.91223,7.48738,6.0109,5.92549
2022-11-21,24.41,100,0,4.33175,6.56741,5.49705,6.86201,7.4716,6.00339,5.90658
2022-11-22,24.64,100,0,4.22067,6.423956667,5.49112,6.81179,7.45582,5.99588,5.168903333
2022-11-23,24.05,100,0,4.10959,6.423956667,5.48519,6.76157,7.44004,5.98837,5.168903333
2022-11-24,22.89,100,0,3.99851,6.423956667,5.47926,6.71135,7.42426,5.98086,5.168903333
2022-11-25,21.69,93.7,0,3.88743,6.423956667,5.47333,6.66113,7.40848,5.97335,5.168903333
2022-11-26,22.6,100,0,3.77635,6.423956667,5.4674,6.61091,7.3927,5.96584,5.168903333
2022-11-27,24.1,100,0,3.66527,6.423956667,5.46147,6.56069,7.37692,5.95833,5.168903333
2022-11-28,22.68,100,0,3.55419,6.423956667,5.45554,6.51047,7.36114,5.95082,5.168903333
2022-11-29,21.3,100,0,3.44311,6.423956667,5.44961,6.46025,7.34536,5.94331,5.168903333
2022-11-30,23.06,98.7,0,3.33203,6.423956667,5.44368,6.41003,7.32958,5.9358,5.168903333
2022-12-01,23.1,100,0,3.22095,6.423956667,5.43775,6.35981,7.3138,5.92829,5.168903333
2022-12-02,23.56,100,0,3.10987,6.423956667,5.43182,4.90361,7.29802,5.92078,5.168903333
2022-12-03,23.17,100,0,2.99879,6.423956667,5.42589,4.90361,7.28224,5.91327,5.168903333
2022-12-04,24.68,100,0,2.88771,6.423956667,5.41996,4.90361,7.26646,5.90576,5.168903333
2022-12-05,23.93,100,0,2.77663,6.423956667,5.41403,4.90361,7.25068,5.89825,5.168903333
2022-12-06,23.67,100,0,2.66555,6.423956667,5.4081,4.90361,7.2349,5.89074,5.168903333
2022-12-07,23.25,99.5,0,2.55447,6.423956667,5.40217,4.90361,7.21912,5.88323,5.168903333
2022-12-08,22.76,100,0,2.44339,6.423956667,5.39624,4.90361,7.20334,5.87572,5.168903333
2022-12-09,22.7,99.8,0,2.33231,6.423956667,5.39031,4.90361,7.18756,5.86821,5.168903333
2022-12-10,20.46,83.7,0,2.22123,6.423956667,5.38438,4.90361,7.17178,5.8607,5.168903333
2022-12-11,20.15,74.68,0,2.11015,6.423956667,5.37845,4.90361,7.156,5.85319,5.168903333
2022-12-12,21.98,99.3,0,1.99907,6.423956667,5.37252,4.90361,7.14022,5.84568,5.168903333
2022-12-13,23.16,100,0,1.88799,6.423956667,5.36659,4.90361,7.12444,5.83817,5.168903333
2022-12-14,21.6,100,0,1.77691,6.423956667,5.36066,4.90361,7.10866,5.83066,5.168903333
2022-12-15,24.44,100,0,1.66583,6.423956667,5.35473,4.90361,7.09288,5.82315,5.168903333
2022-12-16,22.45,100,0,1.55475,6.423956667,5.3488,4.90361,7.0771,5.81564,5.168903333
2022-12-17,23.46,100,0,1.44367,6.423956667,5.34287,4.90361,7.06132,5.80813,5.168903333
2022-12-18,23.7,100,0,1.33259,6.423956667,5.33694,4.90361,7.04554,5.71193,5.168903333
2022-12-19,22.15,87.1,0,1.22151,6.423956667,5.33101,4.90361,7.02976,5.71193,5.168903333
2022-12-20,21.31,67.42,0,1.11043,6.423956667,5.32508,4.90361,7.01398,5.71193,5.168903333
2022-12-21,21.76,95,0,0.99935,6.423956667,5.31915,4.90361,6.9982,5.71193,5.168903333
2022-12-22,21.11,70.95,0,0.88827,6.423956667,5.31322,4.90361,6.98242,5.71193,5.168903333
2022-12-23,21.3,61.48,0,0.77719,6.423956667,5.30729,4.90361,6.96664,5.71193,5.168903333
2022-12-24,19.98,58.47,0,0.66611,6.423956667,5.30136,4.90361,6.95086,5.71193,5.168903333
2022-12-25,18.35,68.12,0,0.55503,6.423956667,5.29543,4.90361,6.93508,5.71193,5.168903333
2022-12-26,19.31,65.39,0,0.44395,6.423956667,5.2895,4.90361,6.9193,5.71193,5.168903333
2022-12-27,20.18,67.18,0,0.33287,6.423956667,5.28357,4.90361,6.90352,5.71193,5.168903333
2022-12-28,21.69,49.24,0,0.22179,6.423956667,5.27764,4.90361,6.88774,5.71193,5.168903333
2022-12-29,20.05,66.88,0,0.11071,6.423956667,5.27171,4.90361,6.87196,5.71193,5.168903333
2022-12-30,19.66,73.33,0,-0.00037,6.423956667,5.26578,4.90361,6.85618,5.71193,5.168903333
2022-12-31,20.28,47.11,0,11.11421333,6.423956667,5.264493333,4.90361,6.857593333,5.71193,5.168903333
