timeseries,airtemp,relativehumidity,uvradiation,tmsoilcontrol,tmsoil3wt,tmsoil6wt,tmsoil9wt,tmsoil12wt,tmsoil15wt,tmsoil18wt
2022-11-25,21.69,93.7,0,669.4547,1146.8975,1129.9895,1271.1137,864.8421,1370.7183,1390.55
2022-11-26,22.6,100,0,666.39029,1146.63925,1130.67065,1272.17559,864.22947,1370.72381,1390.55
2022-11-27,24.1,100,0,663.32588,1146.381,1131.3518,1273.23748,863.61684,1370.72932,1390.55
2022-11-28,22.68,100,0,660.26147,1146.12275,1132.03295,1274.29937,863.00421,1370.73483,1390.55
2022-11-29,21.3,100,0,657.19706,1145.8645,1132.7141,1275.36126,862.39158,1370.74034,1390.55
2022-11-30,23.06,98.7,0,654.13265,1145.60625,1133.39525,1276.42315,861.77895,1370.74585,1390.55
2022-12-01,23.1,100,0,651.06824,1145.348,1134.0764,1277.48504,861.16632,1370.75136,1390.55
2022-12-02,23.56,100,0,562.2,1145.08975,1134.75755,1278.54693,860.55369,1370.75687,1390.55
2022-12-03,23.17,100,0,562.2,1144.8315,1135.4387,1279.60882,859.94106,1370.76238,1390.55
2022-12-04,24.68,100,0,562.2,1144.57325,1136.11985,1280.67071,859.32843,1370.76789,1390.55
2022-12-05,23.93,100,0,562.2,1144.315,1136.801,1281.7326,858.7158,1370.7734,1390.55
2022-12-06,23.67,100,0,562.2,1144.05675,1137.48215,1282.79449,858.10317,1370.77891,1390.55
2022-12-07,23.25,99.5,0,562.2,1143.7985,1138.1633,1283.85638,857.49054,1370.78442,1390.55
2022-12-08,22.76,100,0,562.2,1143.54025,1138.84445,1284.91827,856.87791,1370.78993,1390.55
2022-12-09,22.7,99.8,0,562.2,1143.282,1139.5256,1285.98016,856.26528,1370.79544,1390.55
2022-12-10,20.46,83.7,0,562.2,1143.02375,1140.20675,1287.04205,855.65265,1370.80095,1390.55
2022-12-11,20.15,74.68,0,562.2,1142.7655,1140.8879,1288.10394,855.04002,1370.80646,1390.55
2022-12-12,21.98,99.3,0,562.2,1142.50725,1141.56905,1289.16583,854.42739,1370.81197,1390.55
2022-12-13,23.16,100,0,562.2,1142.249,1142.2502,1290.22772,853.81476,1370.81748,1390.55
2022-12-14,21.6,100,0,562.2,1141.99075,1142.93135,1291.28961,853.20213,1370.82299,1390.55
2022-12-15,24.44,100,0,562.2,1141.7325,1143.6125,1292.3515,852.5895,1370.8285,1390.55
2022-12-16,22.45,100,0,562.2,1141.47425,1144.29365,1293.41339,851.97687,1370.83401,1390.55
2022-12-17,23.46,100,0,562.2,1141.216,1144.9748,1294.47528,851.36424,1370.83952,1390.55
2022-12-18,23.7,100,0,562.2,1137.86,1145.65595,1295.53717,843.4,1370.84503,1390.55
2022-12-19,22.15,87.1,0,562.2,1137.86,1146.3371,1296.59906,843.4,1370.85054,1390.55
2022-12-20,21.31,67.42,0,562.2,1137.86,1147.01825,1297.66095,843.4,1370.85605,1390.55
2022-12-21,21.76,95,0,562.2,1137.86,1147.6994,1298.72284,843.4,1370.86156,1390.55
2022-12-22,21.11,70.95,0,562.2,1137.86,1148.38055,1299.78473,843.4,1370.86707,1390.55
2022-12-23,21.3,61.48,0,562.2,1137.86,1149.0617,1300.84662,843.4,1370.87258,1390.55
2022-12-24,19.98,58.47,0,562.2,1137.86,1149.74285,1301.90851,843.4,1370.87809,1390.55
2022-12-25,18.35,68.12,0,562.2,1137.86,1150.424,1302.9704,843.4,1370.8836,1390.55
2022-12-26,19.31,65.39,0,562.2,1137.86,1151.10515,1304.03229,843.4,1370.88911,1390.55
2022-12-27,20.18,67.18,0,562.2,1137.86,1151.7863,1305.09418,843.4,1370.89462,1390.55
2022-12-28,21.69,49.24,0,562.2,1137.86,1152.46745,1306.15607,843.4,1370.90013,1390.55
2022-12-29,20.05,66.88,0,562.2,1137.86,1153.1486,1307.21796,843.4,1370.90564,1390.55
2022-12-30,19.66,73.33,0,562.2,1137.86,1153.82975,1308.27985,843.4,1370.91115,1390.55
2022-12-31,20.28,47.11,0,562.2,1137.86,1153.83,1308.28,843.4,1370.91,1390.55
