timeseries,airtemp,relativehumidity,uvradiation,tsatm12wt,impactsoilcontrol,impactsoil3wt,impactsoil6wt,impactsoil9wt,impactsoil12wt,impactsoil15wt,impactsoil18wt
2022-11-19,23.13,100,0,17.65578,46.56051,13.71243,31.62655,17.85857,24.35116,39.23164,12.23971
2022-11-20,22.81,92.4,0,17.63238,46.57908,13.73081,31.70123,17.84198,24.38738,39.32664,12.24023
2022-11-21,24.41,100,0,17.60898,46.59765,13.74919,31.77591,17.82539,24.4236,39.42164,12.24075
2022-11-22,24.64,100,0,17.58558,46.61622,13.76757,31.85059,17.8088,24.45982,39.51664,12.24127
2022-11-23,24.05,100,0,17.56218,46.63479,13.78595,31.92527,17.79221,24.49604,39.61164,12.24179
2022-11-24,22.89,100,0,17.53878,46.65336,13.80433,31.99995,17.77562,24.53226,39.70664,12.24231
2022-11-25,21.69,93.7,0,17.51538,46.67193,13.82271,32.07463,17.75903,24.56848,39.80164,12.24283
2022-11-26,22.6,100,0,17.49198,46.6905,13.84109,32.14931,17.74244,24.6047,39.89664,12.24335
2022-11-27,24.1,100,0,17.46858,46.70907,13.85947,32.22399,17.72585,24.64092,39.99164,12.24387
2022-11-28,22.68,100,0,17.44518,46.72764,13.87785,32.29867,17.70926,24.67714,40.08664,12.24439
2022-11-29,21.3,100,0,17.42178,46.74621,13.89623,32.37335,17.69267,24.71336,40.18164,12.24491
2022-11-30,23.06,98.7,0,17.39838,46.76478,13.91461,32.44803,17.67608,24.74958,40.27664,12.24543
2022-12-01,23.1,100,0,17.37498,46.78335,13.93299,32.52271,17.65949,24.7858,40.37164,12.24595
2022-12-02,23.56,100,0,16.69773,46.80192,13.95137,32.59739,17.17999667,24.82202,40.46664,12.24647
2022-12-03,23.17,100,0,16.69773,46.82049,13.96975,32.67207,17.17999667,24.85824,40.56164,12.24699
2022-12-04,24.68,100,0,16.69773,46.83906,13.98813,32.74675,17.17999667,24.89446,40.65664,12.24751
2022-12-05,23.93,100,0,16.69773,46.85763,14.00651,32.82143,17.17999667,24.93068,40.75164,12.24803
2022-12-06,23.67,100,0,16.69773,46.8762,14.02489,32.89611,17.17999667,24.9669,40.84664,12.24855
2022-12-07,23.25,99.5,0,16.69773,46.89477,14.04327,32.97079,17.17999667,25.00312,40.94164,12.24907
2022-12-08,22.76,100,0,16.69773,46.91334,14.06165,33.04547,17.17999667,25.03934,41.03664,12.24959
2022-12-09,22.7,99.8,0,16.69773,46.93191,14.08003,33.12015,17.17999667,25.07556,41.13164,12.25011
2022-12-10,20.46,83.7,0,16.69773,46.95048,14.09841,33.19483,17.17999667,25.11178,41.22664,12.25063
2022-12-11,20.15,74.68,0,16.69773,47.32109667,14.11679,33.26951,17.17999667,25.148,43.12494333,12.25115
2022-12-12,21.98,99.3,0,16.69773,47.32109667,14.13517,33.34419,17.17999667,25.18422,43.12494333,12.25167
2022-12-13,23.16,100,0,16.69773,47.32109667,14.15355,33.41887,17.17999667,25.22044,43.12494333,12.25219
2022-12-14,21.6,100,0,16.69773,47.32109667,14.17193,33.49355,17.17999667,25.25666,43.12494333,12.25271
2022-12-15,24.44,100,0,16.69773,47.32109667,14.19031,33.56823,17.17999667,25.29288,43.12494333,12.25323
2022-12-16,22.45,100,0,16.69773,47.32109667,14.20869,33.64291,17.17999667,25.3291,43.12494333,12.25375
2022-12-17,23.46,100,0,16.69773,47.32109667,14.22707,33.71759,17.17999667,25.36532,43.12494333,12.25427
2022-12-18,23.7,100,0,16.69773,47.32109667,14.24545,33.79227,17.17999667,25.83651,43.12494333,12.25479
2022-12-19,22.15,87.1,0,16.69773,47.32109667,14.26383,33.86695,17.17999667,25.83651,43.12494333,12.25531
2022-12-20,21.31,67.42,0,16.69773,47.32109667,14.28221,33.94163,17.17999667,25.83651,43.12494333,12.25583
2022-12-21,21.76,95,0,16.69773,47.32109667,14.30059,34.01631,17.17999667,25.83651,43.12494333,12.25635
2022-12-22,21.11,70.95,0,16.69773,47.32109667,14.31897,34.09099,17.17999667,25.83651,43.12494333,12.25687
2022-12-23,21.3,61.48,0,16.69773,47.32109667,14.33735,34.16567,17.17999667,25.83651,43.12494333,12.25739
2022-12-24,19.98,58.47,0,16.69773,47.32109667,14.35573,34.24035,17.17999667,25.83651,43.12494333,12.25791
2022-12-25,18.35,68.12,0,16.69773,47.32109667,14.37411,34.31503,17.17999667,25.83651,43.12494333,12.25843
2022-12-26,19.31,65.39,0,16.69773,47.32109667,14.39249,34.38971,17.17999667,25.83651,43.12494333,12.25895
2022-12-27,20.18,67.18,0,16.69773,47.32109667,14.41087,34.46439,17.17999667,25.83651,43.12494333,12.25947
2022-12-28,21.69,49.24,0,16.69773,47.32109667,14.42925,34.53907,17.17999667,25.83651,43.12494333,12.25999
2022-12-29,20.05,66.88,0,16.69773,47.32109667,14.44763,34.61375,17.17999667,25.83651,43.12494333,12.26051
2022-12-30,19.66,73.33,0,16.69773,47.32109667,14.46601,34.68843,17.17999667,25.83651,43.12494333,12.26103
2022-12-31,20.28,47.11,0,16.69773,47.32109667,14.46734,34.68851667,17.17999667,25.83651,43.12494333,12.25924333
